frame,timestamp,track_id,class_name,bev_x,bev_y,speed_mps,heading_deg,acc_mps2,risk_index
6,2026-04-14T13:26:24.848599,4,car,5.7673,8.9407,1.9009,-120.206,5.4203,0.0
6,2026-04-14T13:26:24.848599,5,car,12.407,15.4666,1.2573,-5.0533,3.7746,0.0
6,2026-04-14T13:26:24.848599,6,car,8.7029,8.0261,4.2231,-102.6165,28.4146,0.0
6,2026-04-14T13:26:24.848599,7,car,9.0312,13.1912,0.0,0.0,0.0,0.0
6,2026-04-14T13:26:24.848599,8,car,23.8896,8.2856,2.0382,60.7509,-2.6005,0.0
6,2026-04-14T13:26:24.848599,9,car,11.7947,7.8557,2.1584,-88.6329,16.7137,0.0
6,2026-04-14T13:26:24.848599,10,car,8.962,12.8395,1.9374,-84.8999,8.3761,0.0
6,2026-04-14T13:26:24.848599,11,car,12.0135,4.8794,6.455,-67.1938,64.5496,0.0
6,2026-04-14T13:26:24.848599,12,car,21.0124,7.772,2.7108,97.9956,3.2451,0.0
6,2026-04-14T13:26:24.848599,13,car,20.935,7.589,0.0,0.0,0.0,0.0
7,2026-04-14T13:26:24.917943,1,car,18.8671,13.726,3.6171,89.4989,2.3858,0.0
7,2026-04-14T13:26:24.917943,2,car,11.5451,13.7411,1.8461,-96.74,3.955,0.0
7,2026-04-14T13:26:24.917943,3,car,6.3424,14.9718,1.3562,-129.0016,-21.6682,0.0
7,2026-04-14T13:26:24.917943,4,car,5.6908,8.871,2.2041,-129.9037,6.2844,0.0
7,2026-04-14T13:26:24.917943,5,car,12.487,15.4581,1.6186,-5.6204,5.8775,0.0
7,2026-04-14T13:26:24.917943,6,car,8.8174,7.9408,3.2814,-73.5004,7.632,0.0
7,2026-04-14T13:26:24.917943,7,car,9.0312,13.1912,0.0,0.0,0.0,0.0
7,2026-04-14T13:26:24.917943,8,car,23.929,8.3659,2.1323,62.2994,-0.6194,0.0
7,2026-04-14T13:26:24.917943,9,car,11.7626,7.7671,2.2142,-99.273,10.5857,0.0
7,2026-04-14T13:26:24.917943,10,car,8.906,12.7752,1.8674,-108.1162,4.3255,0.0
7,2026-04-14T13:26:24.917943,11,car,12.0513,4.7283,5.1171,-70.6233,25.3508,0.0
7,2026-04-14T13:26:24.917943,12,car,20.97,7.9485,3.6016,101.4002,10.8546,0.0
7,2026-04-14T13:26:24.917943,13,car,20.935,7.589,0.0,0.0,0.0,0.0
7,2026-04-14T13:26:24.917943,15,car,8.0897,15.4018,0.0,0.0,0.0,0.0
7,2026-04-14T13:26:24.917943,16,car,8.4844,15.4655,0.0,0.0,0.0,0.0
8,2026-04-14T13:26:24.982965,1,car,18.8008,13.8775,3.7773,101.7738,3.0332,0.0
8,2026-04-14T13:26:24.982965,2,car,11.5434,13.6407,2.1588,-93.5653,5.5003,0.0
8,2026-04-14T13:26:24.982965,3,car,6.3218,14.9325,1.2328,-124.2039,-14.2349,0.0
8,2026-04-14T13:26:24.982965,4,car,5.8229,8.8003,1.9137,-64.429,0.8667,0.0
8,2026-04-14T13:26:24.982965,5,car,12.5182,15.3993,1.4454,-32.733,1.7951,0.0
8,2026-04-14T13:26:24.982965,6,car,8.7591,7.8539,2.685,-94.7671,-1.3849,0.0
8,2026-04-14T13:26:24.982965,7,car,9.0312,13.1912,0.0,0.0,0.0,0.0
8,2026-04-14T13:26:24.982965,8,car,23.879,8.5986,3.7557,91.1265,15.8627,0.0
8,2026-04-14T13:26:24.982965,9,car,11.73,7.6768,2.2919,-104.5305,7.1287,0.0
8,2026-04-14T13:26:24.982965,10,car,8.8485,12.7093,1.9796,-119.9492,3.7173,0.0
8,2026-04-14T13:26:24.982965,11,car,12.0119,4.5737,4.3606,-85.3066,7.6462,0.0
8,2026-04-14T13:26:24.982965,12,car,20.9783,8.0344,2.8746,95.3254,-0.7573,0.0
8,2026-04-14T13:26:24.982965,13,car,20.935,7.589,0.0,0.0,0.0,0.0
8,2026-04-14T13:26:24.982965,15,car,8.0897,15.4018,0.0,0.0,0.0,0.0
8,2026-04-14T13:26:24.982965,16,car,8.5618,15.4659,1.0651,0.2695,10.6512,0.0
9,2026-04-14T13:26:25.045872,1,car,18.7834,14.018,3.6616,99.6212,0.6636,0.0
9,2026-04-14T13:26:25.045872,2,car,11.5212,13.5657,2.0498,-99.3415,2.2097,0.0
9,2026-04-14T13:26:25.045872,3,car,6.2292,14.8502,2.0994,-134.0063,0.1257,0.0
9,2026-04-14T13:26:25.045872,4,car,5.9042,8.7285,2.246,-51.5582,3.8429,0.0
9,2026-04-14T13:26:25.045872,5,car,12.5174,15.3322,1.3609,-62.3095,0.2322,0.0
9,2026-04-14T13:26:25.045872,6,car,8.7585,7.7655,2.4564,-92.871,-3.1166,0.0
9,2026-04-14T13:26:25.045872,7,car,9.0312,13.1912,0.0,0.0,0.0,0.0
9,2026-04-14T13:26:25.045872,8,car,23.847,8.7475,3.762,96.3602,9.5799,0.0
9,2026-04-14T13:26:25.045872,9,car,11.73,7.6768,1.2096,-104.5305,-6.5456,0.0
9,2026-04-14T13:26:25.045872,10,car,8.9083,12.6419,1.7111,-83.7788,-0.4543,0.0
9,2026-04-14T13:26:25.045872,11,car,12.09,4.5736,2.4928,-62.8244,-14.0909,0.0
9,2026-04-14T13:26:25.045872,12,car,20.9946,8.2017,3.4952,89.0869,5.7518,0.0
9,2026-04-14T13:26:25.045872,13,car,20.935,7.589,0.0,0.0,0.0,0.0
9,2026-04-14T13:26:25.045872,15,car,8.0897,15.4018,0.0,0.0,0.0,0.0
9,2026-04-14T13:26:25.045872,16,car,8.691,15.4665,2.1826,0.2689,17.5656,0.0
10,2026-04-14T13:26:25.130028,1,car,18.7985,14.16,3.5853,92.3389,-0.3654,0.0
10,2026-04-14T13:26:25.130028,2,car,11.5127,13.5037,1.8216,-98.7042,-0.9561,0.0
10,2026-04-14T13:26:25.130028,3,car,6.2193,14.7853,1.798,-119.6769,-2.9384,0.0
10,2026-04-14T13:26:25.130028,4,car,5.9571,8.7286,1.6498,-34.3837,-3.6561,0.0
10,2026-04-14T13:26:25.130028,5,car,12.5104,15.2557,1.5586,-80.6772,2.1158,0.0
10,2026-04-14T13:26:25.130028,6,car,8.7579,7.6754,2.3585,-91.7337,-2.8492,0.0
10,2026-04-14T13:26:25.130028,8,car,23.763,8.8915,3.8669,108.2049,6.7978,0.0
10,2026-04-14T13:26:25.130028,9,car,11.6967,7.585,1.7874,-107.9734,1.8501,0.0
10,2026-04-14T13:26:25.130028,10,car,8.9096,12.5724,1.7216,-86.2503,-0.168,0.0
10,2026-04-14T13:26:25.130028,11,car,12.09,4.5736,2.4928,-62.8244,-14.0909,0.0
10,2026-04-14T13:26:25.130028,12,car,20.9543,8.3634,3.7808,96.8271,6.3072,0.0
10,2026-04-14T13:26:25.130028,13,car,20.935,7.589,0.0,0.0,0.0,0.0
10,2026-04-14T13:26:25.130028,15,car,8.0897,15.4018,0.0,0.0,0.0,0.0
10,2026-04-14T13:26:25.130028,16,car,8.8201,15.4671,2.7055,0.2685,15.7686,0.0
11,2026-04-14T13:26:25.208390,1,car,18.8126,14.2915,3.445,88.5639,-1.6219,0.0
11,2026-04-14T13:26:25.208390,2,car,11.4489,13.4069,2.2736,-113.1402,3.9467,0.0
11,2026-04-14T13:26:25.208390,3,car,6.2122,14.7019,1.8913,-107.0975,-0.8303,0.0
11,2026-04-14T13:26:25.208390,4,car,5.9869,8.6555,1.7251,-51.54,-1.4402,0.0
11,2026-04-14T13:26:25.208390,5,car,12.5028,15.1739,1.7754,-88.5065,3.4373,0.0
11,2026-04-14T13:26:25.208390,6,car,8.6975,7.5837,2.4456,-107.8968,-0.8386,0.0
11,2026-04-14T13:26:25.208390,8,car,23.8009,8.9618,2.7842,94.0878,-6.7488,0.0
11,2026-04-14T13:26:25.208390,9,car,11.7235,7.4914,1.9993,-89.4249,3.2296,0.0
11,2026-04-14T13:26:25.208390,10,car,8.972,12.5011,1.9181,-65.6527,1.8645,0.0
11,2026-04-14T13:26:25.208390,11,car,12.09,4.5736,2.4928,-62.8244,-14.0909,0.0
11,2026-04-14T13:26:25.208390,12,car,20.9704,8.5196,3.8263,90.6987,4.2392,0.0
11,2026-04-14T13:26:25.208390,13,car,20.935,7.589,0.0,0.0,0.0,0.0
11,2026-04-14T13:26:25.208390,15,car,8.0897,15.4018,0.0,0.0,0.0,0.0
11,2026-04-14T13:26:25.208390,16,car,8.9368,15.459,2.8109,-1.8895,10.5147,0.0
12,2026-04-14T13:26:25.271063,1,car,18.8049,14.4329,3.4872,90.7169,-0.5515,0.0
12,2026-04-14T13:26:25.271063,2,car,11.4543,13.3569,1.7477,-103.6888,-2.8909,0.0
12,2026-04-14T13:26:25.271063,3,car,6.1616,14.6048,2.2759,-112.9292,3.3475,0.0
12,2026-04-14T13:26:25.271063,4,car,5.9097,8.5811,1.6221,-101.6948,-1.8941,0.0
12,2026-04-14T13:26:25.271063,5,car,12.4928,15.0984,1.8297,-92.8807,2.6057,0.0
12,2026-04-14T13:26:25.271063,6,car,8.6963,7.4902,2.3672,-100.0179,-1.2872,0.0
12,2026-04-14T13:26:25.271063,8,car,23.8905,9.0311,2.4748,67.704,-7.1431,0.0
12,2026-04-14T13:26:25.271063,9,car,11.7235,7.4914,1.0663,-89.4249,-7.3923,0.0
12,2026-04-14T13:26:25.271063,10,car,8.9431,12.4276,1.7924,-87.2851,-0.1382,0.0
12,2026-04-14T13:26:25.271063,11,car,12.09,4.5736,2.4928,-62.8244,-14.0909,0.0
12,2026-04-14T13:26:25.271063,12,car,20.9783,8.5958,2.9238,88.6724,-6.4817,0.0
12,2026-04-14T13:26:25.271063,13,car,20.935,7.589,0.0,0.0,0.0,0.0
12,2026-04-14T13:26:25.271063,15,car,9.119,15.4555,14.1709,2.9913,141.7091,0.0
12,2026-04-14T13:26:25.271063,16,car,9.106,15.4555,3.4968,-1.4883,13.1675,0.0
12,2026-04-14T13:26:25.271063,21,car,11.4287,13.3568,0.0,0.0,0.0,0.0
13,2026-04-14T13:26:25.329532,1,car,18.8728,14.5634,3.4679,77.221,-0.5238,0.0
13,2026-04-14T13:26:25.329532,2,car,11.4026,13.2707,2.0801,-113.2941,1.5885,0.0
13,2026-04-14T13:26:25.329532,3,car,6.1414,14.519,2.2343,-108.5001,1.5931,0.0
13,2026-04-14T13:26:25.329532,4,car,5.9097,8.5811,1.6221,-101.6948,-1.8941,0.0
13,2026-04-14T13:26:25.329532,5,car,12.4891,15.0245,1.8386,-92.8893,1.6526,0.0
13,2026-04-14T13:26:25.329532,6,car,8.6963,7.4902,2.3672,-100.0179,-1.2872,0.0
13,2026-04-14T13:26:25.329532,8,car,23.875,9.0992,2.0421,80.9254,-8.613,0.0
13,2026-04-14T13:26:25.329532,9,car,11.7508,7.3961,1.7098,-79.108,1.9995,0.0
13,2026-04-14T13:26:25.329532,10,car,8.9134,12.3518,1.8624,-99.2781,0.6171,0.0
13,2026-04-14T13:26:25.329532,11,car,12.09,4.5736,2.4928,-62.8244,-14.0909,0.0
13,2026-04-14T13:26:25.329532,12,car,20.9937,8.7445,3.3014,86.2528,-0.1127,0.0
13,2026-04-14T13:26:25.329532,15,car,9.3129,15.4608,9.3552,2.6057,36.8681,0.0
13,2026-04-14T13:26:25.329532,16,car,9.2749,15.4563,3.8444,-0.5648,11.3769,0.0
13,2026-04-14T13:26:25.329532,21,car,11.4287,13.3568,0.0,0.0,0.0,0.0
14,2026-04-14T13:26:25.400718,1,car,18.8513,14.7242,3.6818,87.4868,1.8247,0.0
14,2026-04-14T13:26:25.400718,2,car,11.4713,13.1997,1.8826,-79.0875,-1.0218,0.0
14,2026-04-14T13:26:25.400718,3,car,6.12,14.4282,2.2776,-106.0031,1.3886,0.0
14,2026-04-14T13:26:25.400718,4,car,5.9396,8.5055,1.7366,-84.3093,0.0083,0.0
14,2026-04-14T13:26:25.400718,5,car,12.4618,14.9395,2.005,-100.5259,2.6555,0.0
14,2026-04-14T13:26:25.400718,6,car,8.6963,7.4902,2.3672,-100.0179,-1.2872,0.0
14,2026-04-14T13:26:25.400718,8,car,23.8598,9.1663,1.8585,90.1279,-7.0039,0.0
14,2026-04-14T13:26:25.400718,9,car,11.7508,7.3961,0.916,-79.108,-6.7386,0.0
14,2026-04-14T13:26:25.400718,10,car,8.8828,12.2739,1.9585,-105.2719,1.331,0.0
14,2026-04-14T13:26:25.400718,11,car,12.09,4.5736,2.4928,-62.8244,-14.0909,0.0
14,2026-04-14T13:26:25.400718,12,car,21.0085,8.8883,3.4476,85.2008,1.3947,0.0
14,2026-04-14T13:26:25.400718,15,car,9.4346,15.4439,6.1935,0.0101,-9.4958,0.0
14,2026-04-14T13:26:25.400718,16,car,9.2749,15.4563,3.8444,-0.5648,11.3769,0.0
14,2026-04-14T13:26:25.400718,21,car,11.4287,13.3568,0.0,0.0,0.0,0.0
14,2026-04-14T13:26:25.400718,13,car,21.1611,8.8171,0.0,0.0,0.0,0.0
15,2026-04-14T13:26:25.461124,1,car,18.8409,14.862,3.5707,90.5397,-0.0163,0.0
15,2026-04-14T13:26:25.461124,2,car,11.4451,13.1071,2.0674,-93.101,1.2352,0.0
15,2026-04-14T13:26:25.461124,3,car,6.1056,14.3418,2.2334,-103.0627,0.3911,0.0
15,2026-04-14T13:26:25.461124,4,car,5.97,8.4287,1.8711,-76.2326,1.3496,0.0
15,2026-04-14T13:26:25.461124,5,car,12.4309,14.863,2.0209,-105.929,1.7517,0.0
15,2026-04-14T13:26:25.461124,6,car,8.6963,7.4902,2.3672,-100.0179,-1.2872,0.0
15,2026-04-14T13:26:25.461124,8,car,23.8598,9.1663,1.8585,90.1279,-7.0039,0.0
15,2026-04-14T13:26:25.461124,9,car,11.7786,7.299,1.6604,-75.5319,3.4011,0.0
15,2026-04-14T13:26:25.461124,10,car,8.9157,12.2208,1.6322,-86.3461,-2.4643,0.0
15,2026-04-14T13:26:25.461124,11,car,12.09,4.5736,2.4928,-62.8244,-14.0909,0.0
15,2026-04-14T13:26:25.461124,12,car,21.0085,8.8883,3.4476,85.2008,1.3947,0.0
15,2026-04-14T13:26:25.461124,15,car,9.4752,15.3945,3.7061,-9.3908,-30.5719,0.0
15,2026-04-14T13:26:25.461124,16,car,9.2749,15.4563,3.8444,-0.5648,11.3769,0.0
15,2026-04-14T13:26:25.461124,21,car,11.4287,13.3568,0.0,0.0,0.0,0.0
15,2026-04-14T13:26:25.461124,13,car,21.127,9.0278,2.934,99.1925,29.3398,0.0
16,2026-04-14T13:26:25.527385,1,car,18.838,15.0075,3.6017,90.823,0.3005,0.0
16,2026-04-14T13:26:25.527385,2,car,11.4783,13.0498,1.8008,-79.6487,-1.9246,0.0
16,2026-04-14T13:26:25.527385,3,car,6.0903,14.2506,2.2685,-101.3939,0.5857,0.0
16,2026-04-14T13:26:25.527385,4,car,5.97,8.4287,1.0041,-76.2326,-7.8596,0.0
16,2026-04-14T13:26:25.527385,5,car,12.4077,14.7747,2.1427,-105.3433,2.2694,0.0
16,2026-04-14T13:26:25.527385,6,car,8.6963,7.4902,2.3672,-100.0179,-1.2872,0.0
16,2026-04-14T13:26:25.527385,8,car,24.0006,9.4246,4.3096,67.7894,20.3085,0.0
16,2026-04-14T13:26:25.527385,9,car,11.7786,7.299,0.8925,-75.5319,-5.6386,0.0
16,2026-04-14T13:26:25.527385,10,car,8.9818,12.1668,1.7103,-61.3295,-0.6976,0.0
16,2026-04-14T13:26:25.527385,11,car,12.09,4.5736,2.4928,-62.8244,-14.0909,0.0
16,2026-04-14T13:26:25.527385,12,car,21.0085,8.8883,3.4476,85.2008,1.3947,0.0
16,2026-04-14T13:26:25.527385,15,car,9.4794,15.3329,2.2091,-28.5661,-33.3124,0.0
16,2026-04-14T13:26:25.527385,16,car,9.427,15.3229,4.1473,-22.7517,9.8557,0.0
16,2026-04-14T13:26:25.527385,21,car,11.4287,13.3568,0.0,0.0,0.0,0.0
16,2026-04-14T13:26:25.527385,13,car,21.0881,9.1627,3.2264,103.0652,20.5277,0.0
16,2026-04-14T13:26:25.527385,24,car,20.9323,4.241,0.0,0.0,0.0,0.0
17,2026-04-14T13:26:25.625412,1,car,18.8335,15.1623,3.7264,91.235,1.4276,0.729
17,2026-04-14T13:26:25.625412,2,car,11.4567,12.9909,1.6352,-92.6248,-2.8114,0.684
17,2026-04-14T13:26:25.625412,3,car,6.1119,14.1762,2.0555,-89.7593,-1.7783,0.728
17,2026-04-14T13:26:25.625412,4,car,6.0009,8.3506,1.508,-71.1948,0.3228,0.0
17,2026-04-14T13:26:25.625412,5,car,12.3989,14.6967,2.0529,-101.412,0.4641,0.729
17,2026-04-14T13:26:25.625412,6,car,8.6963,7.4902,2.3672,-100.0179,-1.2872,0.0
17,2026-04-14T13:26:25.625412,8,car,23.8428,9.6674,5.0419,100.8475,19.5083,0.0
17,2026-04-14T13:26:25.625412,9,car,11.8069,7.2,1.6688,-74.462,4.3803,0.651
17,2026-04-14T13:26:25.625412,10,car,8.9843,12.0833,1.8323,-75.1365,0.8012,0.728
17,2026-04-14T13:26:25.625412,11,car,12.09,4.5736,2.4928,-62.8244,-14.0909,0.0
17,2026-04-14T13:26:25.625412,12,car,21.0085,8.8883,3.4476,85.2008,1.3947,0.0
17,2026-04-14T13:26:25.625412,15,car,9.4698,15.2678,1.6035,-56.0273,-26.0439,0.0
17,2026-04-14T13:26:25.625412,16,car,9.427,15.3229,4.1473,-22.7517,9.8557,0.0
17,2026-04-14T13:26:25.625412,21,car,11.4287,13.3568,0.0,0.0,0.0,0.0
17,2026-04-14T13:26:25.625412,13,car,21.057,9.3575,4.076,100.6567,20.813,0.0
17,2026-04-14T13:26:25.625412,24,car,20.9323,4.241,0.0,0.0,0.0,0.0
18,2026-04-14T13:26:25.732879,1,car,18.8438,15.3003,3.5993,88.8009,-0.4148,0.0
18,2026-04-14T13:26:25.732879,2,car,11.446,12.9101,1.8197,-95.1901,0.159,0.0
18,2026-04-14T13:26:25.732879,3,car,6.0838,14.0869,2.1614,-98.4945,-0.0087,0.334
18,2026-04-14T13:26:25.732879,4,car,6.0561,8.3507,1.1817,-40.5232,-3.0697,0.334
18,2026-04-14T13:26:25.732879,5,car,12.3879,14.6312,1.8717,-100.6303,-1.5342,0.0
18,2026-04-14T13:26:25.732879,6,car,8.6963,7.4902,2.3672,-100.0179,-1.2872,0.0
18,2026-04-14T13:26:25.732879,8,car,23.8627,9.7837,4.0174,94.0085,1.4601,0.0
18,2026-04-14T13:26:25.732879,9,car,11.8069,7.2,1.6688,-74.462,4.3803,0.0
18,2026-04-14T13:26:25.732879,10,car,8.9196,11.9971,2.0095,-104.178,2.253,0.0
18,2026-04-14T13:26:25.732879,12,car,21.0085,8.8883,3.4476,85.2008,1.3947,0.0
18,2026-04-14T13:26:25.732879,15,car,9.445,15.1988,1.5272,-83.3711,-16.3894,0.0
18,2026-04-14T13:26:25.732879,16,car,9.427,15.3229,4.1473,-22.7517,9.8557,0.0
18,2026-04-14T13:26:25.732879,21,car,11.4287,13.3568,0.0,0.0,0.0,0.0
18,2026-04-14T13:26:25.732879,13,car,21.0206,9.4824,3.6687,103.0845,8.4147,0.0
18,2026-04-14T13:26:25.732879,24,car,20.9323,4.241,0.0,0.0,0.0,0.0
19,2026-04-14T13:26:25.828442,1,car,18.8305,15.4472,3.6337,91.7674,0.0953,0.0
19,2026-04-14T13:26:25.828442,2,car,11.4348,12.8264,1.9535,-96.3865,1.4333,0.0
19,2026-04-14T13:26:25.828442,3,car,6.0634,14.0049,2.137,-100.9927,-0.2488,0.0
19,2026-04-14T13:26:25.828442,4,car,5.9768,8.2711,1.3986,-107.908,0.3278,0.332
19,2026-04-14T13:26:25.828442,5,car,12.3866,14.554,1.8919,-96.1247,-0.718,0.0
19,2026-04-14T13:26:25.828442,6,car,8.6963,7.4902,2.3672,-100.0179,-1.2872,0.0
19,2026-04-14T13:26:25.828442,8,car,23.8351,9.8966,3.4929,97.7383,-4.3693,0.0
19,2026-04-14T13:26:25.828442,9,car,11.8069,7.2,1.6688,-74.462,4.3803,0.0
19,2026-04-14T13:26:25.828442,10,car,8.8867,11.9381,1.8459,-110.4365,-0.2843,0.332
19,2026-04-14T13:26:25.828442,12,car,21.0085,8.8883,3.4476,85.2008,1.3947,0.0
19,2026-04-14T13:26:25.828442,15,car,9.4323,15.1316,1.5956,-92.0351,-9.1499,0.0
19,2026-04-14T13:26:25.828442,16,car,9.3888,15.1256,3.541,-63.7291,-0.1499,0.0
19,2026-04-14T13:26:25.828442,21,car,11.4287,13.3568,0.0,0.0,0.0,0.0
19,2026-04-14T13:26:25.828442,13,car,20.9921,9.663,4.1019,100.8696,9.3807,0.0
19,2026-04-14T13:26:25.828442,24,car,20.9323,4.241,0.0,0.0,0.0,0.0
20,2026-04-14T13:26:25.917365,1,car,19.0342,15.5107,3.5285,49.7138,-0.9947,0.0
20,2026-04-14T13:26:25.917365,2,car,11.3761,12.7174,2.4345,-108.9848,5.67,0.0
20,2026-04-14T13:26:25.917365,3,car,6.0952,13.9316,1.9803,-85.7626,-1.7167,0.0
20,2026-04-14T13:26:25.917365,4,car,5.9522,8.1902,1.7277,-107.3379,3.4875,0.0
20,2026-04-14T13:26:25.917365,5,car,12.3765,14.4634,2.0695,-96.2322,1.345,0.0
